id,job_role,country,experience_level,salary_usd,skills,company_type
2854,NLP Engineer,India,Lead,79164,"Python, Data Visualization, SQL",Mid-size
2855,Deep Learning Engineer,Canada,Mid,69401,"PyTorch, Statistics, MLOps",Enterprise
2856,ML Engineer,India,Entry,18182,"Deep Learning, NLP, Python",Mid-size
2857,Research Scientist,USA,Mid,75134,"Python, MLOps, Statistics",Startup
2858,Data Analyst,Australia,Mid,95797,"Deep Learning, MLOps, Statistics",Enterprise
2859,Data Analyst,Canada,Senior,99784,"Data Visualization, MLOps, PyTorch",Startup
2860,Computer Vision Engineer,UK,Lead,195355,"PyTorch, Computer Vision, Python",Startup
2861,Research Scientist,UK,Senior,90037,"MLOps, Data Visualization, Deep Learning",Startup
2862,Data Scientist,Germany,Entry,32697,"Python, TensorFlow, Data Visualization",Startup
2863,Deep Learning Engineer,UK,Senior,95167,"Deep Learning, Computer Vision, SQL",Startup
2864,Research Scientist,India,Lead,76361,"Computer Vision, Statistics, TensorFlow",Startup
2865,NLP Engineer,Australia,Lead,190782,"Data Visualization, MLOps, Computer Vision",Enterprise
2866,Data Scientist,USA,Senior,161608,"Data Visualization, TensorFlow, SQL",Enterprise
2867,ML Engineer,Australia,Lead,195026,"Statistics, Deep Learning, PyTorch",Mid-size
2868,Computer Vision Engineer,UK,Lead,154267,"Deep Learning, Statistics, MLOps",Mid-size
2869,Computer Vision Engineer,Germany,Senior,112076,"TensorFlow, SQL, Deep Learning",Startup
2870,NLP Engineer,USA,Mid,86336,"TensorFlow, Python, MLOps",Mid-size
2871,NLP Engineer,Australia,Senior,141864,"Statistics, PyTorch, Python",Mid-size
2872,AI Engineer,Australia,Mid,74096,"Python, Data Visualization, SQL",Startup
2873,AI Engineer,Australia,Mid,59963,"Python, MLOps, Statistics",Enterprise
2874,ML Engineer,USA,Lead,172530,"Statistics, TensorFlow, Python",Enterprise
2875,Data Analyst,USA,Senior,119136,"Data Visualization, MLOps, NLP",Startup
2876,Deep Learning Engineer,Canada,Lead,187188,"Data Visualization, Computer Vision, Deep Learning",Mid-size
2877,ML Engineer,Australia,Senior,107550,"TensorFlow, Computer Vision, MLOps",Startup
2878,ML Engineer,Canada,Lead,156318,"Statistics, Deep Learning, TensorFlow",Mid-size
2879,AI Engineer,Germany,Senior,115818,"Statistics, SQL, PyTorch",Mid-size
2880,Data Scientist,Germany,Lead,194431,"MLOps, TensorFlow, Computer Vision",Startup
2881,ML Engineer,UK,Entry,49672,"Computer Vision, Deep Learning, PyTorch",Startup
2882,ML Engineer,UK,Entry,47181,"TensorFlow, SQL, PyTorch",Startup
2883,Data Scientist,USA,Lead,232464,"PyTorch, MLOps, Data Visualization",Startup
2884,ML Engineer,UK,Lead,141845,"Python, PyTorch, MLOps",Enterprise
2885,Research Scientist,Canada,Lead,168058,"Computer Vision, NLP, Deep Learning",Startup
2886,AI Engineer,Australia,Mid,56659,"PyTorch, Computer Vision, NLP",Enterprise
2887,AI Engineer,India,Entry,8631,"NLP, PyTorch, TensorFlow",Enterprise
2888,Deep Learning Engineer,Germany,Senior,91359,"PyTorch, Computer Vision, Statistics",Startup
2889,Data Analyst,Australia,Senior,103666,"SQL, Statistics, Computer Vision",Startup
2890,ML Engineer,India,Lead,76629,"NLP, Computer Vision, Statistics",Mid-size
2891,Research Scientist,India,Senior,54223,"SQL, Statistics, MLOps",Enterprise
2892,ML Engineer,Germany,Lead,184458,"NLP, Deep Learning, Python",Mid-size
2893,AI Engineer,Australia,Mid,63888,"PyTorch, Python, MLOps",Startup
2894,Deep Learning Engineer,Australia,Lead,215331,"MLOps, Statistics, TensorFlow",Enterprise
2895,AI Engineer,India,Entry,18013,"Python, SQL, Computer Vision",Mid-size
2896,Deep Learning Engineer,Australia,Mid,92172,"SQL, PyTorch, TensorFlow",Startup
2897,NLP Engineer,UK,Mid,59385,"PyTorch, NLP, SQL",Mid-size
2898,NLP Engineer,UK,Senior,110125,"MLOps, Python, PyTorch",Mid-size
2899,Research Scientist,Australia,Senior,118016,"Statistics, Deep Learning, SQL",Mid-size
2900,Research Scientist,Germany,Senior,114405,"Data Visualization, MLOps, Statistics",Mid-size
2901,Data Analyst,Germany,Lead,196497,"SQL, Deep Learning, Computer Vision",Mid-size
2902,Research Scientist,Germany,Mid,63854,"PyTorch, NLP, MLOps",Enterprise
2903,Data Analyst,Germany,Senior,90765,"Deep Learning, Python, Data Visualization",Mid-size
2904,Data Scientist,Canada,Senior,152818,"MLOps, Data Visualization, NLP",Startup
2905,ML Engineer,Germany,Senior,118141,"TensorFlow, NLP, Data Visualization",Startup
2906,Deep Learning Engineer,India,Lead,70173,"PyTorch, Statistics, Deep Learning",Enterprise
2907,ML Engineer,USA,Mid,99036,"Deep Learning, MLOps, NLP",Startup
2908,Data Scientist,Canada,Senior,139321,"SQL, Computer Vision, Python",Mid-size
2909,AI Engineer,Canada,Senior,110930,"Data Visualization, Python, MLOps",Startup
2910,Deep Learning Engineer,Germany,Entry,40502,"SQL, Computer Vision, MLOps",Mid-size
2911,NLP Engineer,Australia,Entry,33521,"Python, Computer Vision, NLP",Startup
2912,Computer Vision Engineer,UK,Lead,196888,"NLP, SQL, Statistics",Enterprise
2913,ML Engineer,UK,Mid,75689,"SQL, Statistics, Deep Learning",Startup
2914,Data Scientist,Canada,Lead,217027,"PyTorch, Computer Vision, TensorFlow",Startup
2915,Research Scientist,USA,Senior,131426,"Deep Learning, NLP, PyTorch",Startup
2916,Computer Vision Engineer,Australia,Senior,135899,"SQL, NLP, PyTorch",Mid-size
2917,Deep Learning Engineer,USA,Lead,185112,"SQL, MLOps, TensorFlow",Startup
2918,Research Scientist,Australia,Mid,65422,"PyTorch, Deep Learning, Statistics",Mid-size
2919,Deep Learning Engineer,Canada,Lead,189673,"NLP, Deep Learning, Data Visualization",Startup
2920,ML Engineer,UK,Mid,67430,"SQL, MLOps, TensorFlow",Mid-size
2921,ML Engineer,Germany,Senior,117115,"NLP, TensorFlow, Statistics",Mid-size
2922,AI Engineer,Australia,Senior,146621,"Statistics, Deep Learning, Data Visualization",Startup
2923,AI Engineer,USA,Senior,165591,"Statistics, Deep Learning, Data Visualization",Startup
2924,ML Engineer,India,Lead,71558,"NLP, PyTorch, Data Visualization",Startup
2925,Computer Vision Engineer,USA,Lead,198513,"TensorFlow, Computer Vision, MLOps",Mid-size
2926,Research Scientist,UK,Senior,133284,"MLOps, NLP, PyTorch",Enterprise
2927,Computer Vision Engineer,UK,Entry,27338,"Deep Learning, Computer Vision, TensorFlow",Mid-size
2928,Computer Vision Engineer,Germany,Lead,151530,"Deep Learning, Computer Vision, PyTorch",Mid-size
2929,Deep Learning Engineer,Australia,Mid,70749,"MLOps, NLP, Computer Vision",Enterprise
2930,Data Scientist,Australia,Lead,184963,"NLP, Deep Learning, Python",Startup
2931,Computer Vision Engineer,Canada,Lead,157120,"SQL, TensorFlow, NLP",Startup
2932,Deep Learning Engineer,UK,Entry,46957,"Statistics, Deep Learning, PyTorch",Mid-size
2933,Computer Vision Engineer,India,Senior,47867,"TensorFlow, Data Visualization, MLOps",Enterprise
2934,AI Engineer,Canada,Mid,59565,"Statistics, Deep Learning, Computer Vision",Mid-size
2935,ML Engineer,USA,Senior,121243,"Data Visualization, NLP, SQL",Mid-size
2936,Computer Vision Engineer,Canada,Entry,37423,"PyTorch, NLP, Computer Vision",Mid-size
2937,Deep Learning Engineer,Canada,Mid,80568,"TensorFlow, PyTorch, Computer Vision",Mid-size
2938,Computer Vision Engineer,Canada,Entry,28838,"SQL, Deep Learning, TensorFlow",Mid-size
2939,Research Scientist,India,Senior,53146,"SQL, Deep Learning, NLP",Startup
2940,Computer Vision Engineer,UK,Lead,170316,"Statistics, Data Visualization, Deep Learning",Mid-size
2941,Data Scientist,UK,Senior,133744,"MLOps, TensorFlow, Statistics",Startup
2942,Research Scientist,Australia,Entry,48998,"Computer Vision, Deep Learning, TensorFlow",Enterprise
2943,Data Scientist,UK,Senior,134358,"Statistics, Deep Learning, NLP",Startup
2944,Data Scientist,Germany,Entry,22750,"Python, Data Visualization, MLOps",Enterprise
2945,NLP Engineer,Germany,Senior,129220,"Statistics, Computer Vision, TensorFlow",Mid-size
2946,Deep Learning Engineer,Canada,Mid,85346,"Computer Vision, SQL, Deep Learning",Mid-size
2947,Data Scientist,UK,Mid,54019,"Statistics, SQL, PyTorch",Mid-size
2948,Data Analyst,USA,Mid,106838,"Data Visualization, MLOps, PyTorch",Mid-size
2949,Data Scientist,India,Mid,28445,"TensorFlow, Python, Statistics",Mid-size
2950,Data Scientist,UK,Mid,81285,"Computer Vision, Statistics, PyTorch",Enterprise
2951,NLP Engineer,UK,Lead,140916,"TensorFlow, Statistics, Data Visualization",Mid-size
2952,ML Engineer,UK,Mid,53574,"SQL, PyTorch, Deep Learning",Startup
2953,ML Engineer,Canada,Mid,60726,"Data Visualization, MLOps, Statistics",Startup
2954,Computer Vision Engineer,Australia,Lead,193221,"Computer Vision, MLOps, PyTorch",Enterprise
2955,Computer Vision Engineer,USA,Mid,104230,"Python, SQL, Deep Learning",Startup
2956,Computer Vision Engineer,USA,Mid,90123,"Data Visualization, Computer Vision, SQL",Mid-size
2957,ML Engineer,UK,Senior,100720,"Statistics, TensorFlow, MLOps",Startup
2958,Deep Learning Engineer,Germany,Entry,24503,"Python, SQL, Deep Learning",Enterprise
2959,Computer Vision Engineer,UK,Entry,37094,"SQL, TensorFlow, PyTorch",Enterprise
2960,Data Analyst,Australia,Senior,117478,"SQL, PyTorch, Computer Vision",Startup
2961,Data Analyst,UK,Entry,24180,"SQL, MLOps, Data Visualization",Enterprise
2962,AI Engineer,Canada,Senior,111359,"Statistics, NLP, TensorFlow",Startup
2963,Research Scientist,Australia,Lead,218487,"Deep Learning, NLP, Statistics",Mid-size
2964,ML Engineer,UK,Senior,109945,"Statistics, PyTorch, Data Visualization",Mid-size
2965,AI Engineer,India,Lead,57030,"Computer Vision, TensorFlow, Deep Learning",Startup
2966,Data Analyst,Germany,Lead,198051,"MLOps, NLP, Deep Learning",Enterprise
2967,Data Scientist,Germany,Lead,183314,"Deep Learning, NLP, Python",Enterprise
2968,Data Scientist,India,Entry,16941,"Statistics, Computer Vision, MLOps",Mid-size
2969,Data Scientist,India,Entry,17804,"PyTorch, MLOps, Data Visualization",Mid-size
2970,NLP Engineer,UK,Entry,34746,"Deep Learning, Statistics, Computer Vision",Mid-size
2971,Research Scientist,Germany,Entry,35321,"Data Visualization, TensorFlow, PyTorch",Startup
2972,ML Engineer,UK,Mid,79732,"Data Visualization, SQL, Deep Learning",Startup
2973,Data Analyst,USA,Entry,25264,"Python, NLP, TensorFlow",Startup
2974,Data Scientist,USA,Lead,207974,"Statistics, TensorFlow, Data Visualization",Mid-size
2975,Research Scientist,UK,Entry,47657,"PyTorch, Python, MLOps",Startup
2976,Research Scientist,Germany,Mid,85395,"SQL, MLOps, PyTorch",Startup
2977,ML Engineer,Canada,Senior,107816,"Computer Vision, Data Visualization, SQL",Enterprise
2978,NLP Engineer,Australia,Entry,52891,"Computer Vision, SQL, Python",Mid-size
2979,NLP Engineer,USA,Lead,234364,"Data Visualization, Deep Learning, NLP",Startup
2980,Data Analyst,Canada,Senior,139849,"Python, MLOps, SQL",Mid-size
2981,NLP Engineer,Germany,Lead,191089,"SQL, NLP, Python",Enterprise
2982,Research Scientist,India,Mid,25529,"Data Visualization, MLOps, Computer Vision",Startup
2983,Deep Learning Engineer,UK,Senior,97953,"MLOps, Statistics, PyTorch",Mid-size
2984,Data Scientist,India,Mid,25869,"TensorFlow, PyTorch, Computer Vision",Startup
2985,Research Scientist,UK,Mid,76617,"NLP, Python, Data Visualization",Enterprise
2986,Computer Vision Engineer,Australia,Lead,208825,"Statistics, Computer Vision, MLOps",Startup
2987,Data Scientist,USA,Entry,52094,"TensorFlow, Statistics, MLOps",Enterprise
2988,ML Engineer,USA,Mid,95346,"Python, Deep Learning, Data Visualization",Enterprise
2989,Deep Learning Engineer,India,Senior,47228,"MLOps, NLP, PyTorch",Startup
2990,Data Analyst,India,Lead,73759,"Statistics, PyTorch, MLOps",Enterprise
2991,Research Scientist,Canada,Mid,57856,"Statistics, NLP, PyTorch",Enterprise
2992,ML Engineer,Germany,Senior,133151,"MLOps, SQL, NLP",Mid-size
2993,Research Scientist,UK,Senior,117916,"Data Visualization, Computer Vision, TensorFlow",Startup
2994,Computer Vision Engineer,UK,Senior,129080,"Computer Vision, Deep Learning, NLP",Enterprise
2995,Data Analyst,UK,Mid,79048,"Statistics, MLOps, Data Visualization",Mid-size
2996,Data Scientist,Canada,Senior,122064,"Computer Vision, NLP, PyTorch",Mid-size
2997,ML Engineer,Germany,Mid,61292,"TensorFlow, Data Visualization, Python",Mid-size
2998,ML Engineer,Australia,Senior,119522,"NLP, Computer Vision, Statistics",Startup
2999,Computer Vision Engineer,UK,Entry,22114,"PyTorch, Computer Vision, Deep Learning",Enterprise
3000,Computer Vision Engineer,Canada,Senior,140602,"Deep Learning, Statistics, PyTorch",Startup
3001,AI Engineer,Germany,Mid,75737,"SQL, TensorFlow, PyTorch",Mid-size
3002,AI Engineer,Germany,Mid,50694,"Deep Learning, Statistics, MLOps",Startup
3003,ML Engineer,USA,Entry,43296,"Statistics, MLOps, Computer Vision",Enterprise
3004,Data Scientist,USA,Lead,232044,"TensorFlow, Data Visualization, PyTorch",Enterprise
3005,Deep Learning Engineer,Germany,Mid,77818,"Data Visualization, SQL, Statistics",Startup
3006,Deep Learning Engineer,Australia,Lead,167247,"Data Visualization, TensorFlow, Computer Vision",Startup
3007,AI Engineer,USA,Lead,179208,"Deep Learning, TensorFlow, SQL",Mid-size
3008,AI Engineer,USA,Entry,31420,"SQL, TensorFlow, PyTorch",Startup
3009,Data Scientist,Germany,Mid,69159,"PyTorch, Computer Vision, NLP",Mid-size
3010,Data Analyst,India,Mid,24610,"MLOps, PyTorch, Python",Startup
3011,Deep Learning Engineer,Australia,Senior,151816,"NLP, Statistics, Data Visualization",Startup
3012,ML Engineer,UK,Lead,141004,"MLOps, Data Visualization, Python",Enterprise
3013,Data Scientist,Canada,Senior,102598,"Statistics, NLP, PyTorch",Enterprise
3014,Deep Learning Engineer,Canada,Lead,208235,"SQL, MLOps, Computer Vision",Mid-size
3015,AI Engineer,Canada,Senior,147822,"MLOps, PyTorch, Python",Startup
3016,AI Engineer,Australia,Entry,25462,"NLP, MLOps, SQL",Mid-size
3017,AI Engineer,Germany,Senior,97399,"Statistics, Data Visualization, SQL",Enterprise
3018,NLP Engineer,Germany,Mid,75117,"Deep Learning, Data Visualization, Python",Mid-size
3019,ML Engineer,USA,Senior,162649,"TensorFlow, SQL, NLP",Mid-size
3020,ML Engineer,Canada,Entry,41641,"Statistics, TensorFlow, Python",Mid-size
3021,Data Scientist,USA,Entry,32438,"Statistics, Computer Vision, PyTorch",Enterprise
3022,AI Engineer,India,Mid,28248,"SQL, Deep Learning, MLOps",Mid-size
3023,AI Engineer,Australia,Lead,199846,"NLP, PyTorch, SQL",Mid-size
3024,Deep Learning Engineer,UK,Entry,23235,"Deep Learning, SQL, MLOps",Startup
3025,NLP Engineer,Australia,Senior,125569,"PyTorch, TensorFlow, MLOps",Startup
3026,Deep Learning Engineer,Australia,Entry,40881,"TensorFlow, PyTorch, SQL",Enterprise
3027,AI Engineer,India,Entry,18784,"Computer Vision, TensorFlow, Deep Learning",Enterprise
3028,Research Scientist,India,Entry,15785,"Deep Learning, SQL, NLP",Enterprise
3029,Deep Learning Engineer,Canada,Entry,44295,"MLOps, NLP, Python",Mid-size
3030,Data Scientist,Canada,Lead,186741,"MLOps, Deep Learning, Data Visualization",Mid-size
3031,Computer Vision Engineer,UK,Entry,43769,"Computer Vision, Python, Statistics",Mid-size
3032,ML Engineer,Australia,Lead,204969,"Data Visualization, Deep Learning, SQL",Enterprise
3033,AI Engineer,India,Mid,23238,"Deep Learning, Python, Computer Vision",Mid-size
3034,NLP Engineer,Australia,Entry,45614,"NLP, Deep Learning, Data Visualization",Mid-size
3035,Research Scientist,UK,Lead,186514,"Deep Learning, MLOps, Computer Vision",Enterprise
3036,Research Scientist,India,Entry,17053,"Deep Learning, SQL, TensorFlow",Startup
3037,Research Scientist,Canada,Lead,161745,"NLP, PyTorch, Statistics",Startup
3038,NLP Engineer,Canada,Lead,175916,"Python, NLP, TensorFlow",Mid-size
3039,Research Scientist,India,Lead,64407,"PyTorch, Statistics, SQL",Startup
3040,ML Engineer,India,Mid,35467,"NLP, Data Visualization, SQL",Enterprise
3041,Computer Vision Engineer,Canada,Entry,37535,"Python, Statistics, SQL",Mid-size
3042,ML Engineer,UK,Mid,82375,"Computer Vision, PyTorch, SQL",Startup
3043,Data Analyst,Australia,Lead,159476,"NLP, Deep Learning, SQL",Mid-size
3044,Research Scientist,USA,Lead,207824,"Deep Learning, Data Visualization, Python",Startup
3045,Data Analyst,Canada,Senior,133504,"Data Visualization, MLOps, NLP",Mid-size
3046,Data Scientist,India,Lead,62466,"NLP, PyTorch, Deep Learning",Enterprise
3047,NLP Engineer,USA,Entry,55219,"NLP, Data Visualization, MLOps",Startup
3048,ML Engineer,Canada,Lead,177730,"PyTorch, SQL, NLP",Startup
3049,Computer Vision Engineer,UK,Lead,147855,"SQL, NLP, Statistics",Startup
3050,ML Engineer,Germany,Lead,156571,"MLOps, SQL, Deep Learning",Startup
3051,Deep Learning Engineer,Australia,Mid,82614,"Data Visualization, Statistics, SQL",Mid-size
3052,Data Analyst,Australia,Entry,46663,"MLOps, SQL, Computer Vision",Mid-size
3053,Data Scientist,India,Lead,73419,"PyTorch, NLP, Python",Mid-size
3054,NLP Engineer,Germany,Entry,49717,"TensorFlow, PyTorch, SQL",Startup
3055,Data Scientist,UK,Mid,53574,"MLOps, PyTorch, Deep Learning",Startup
3056,Data Scientist,Germany,Entry,41604,"TensorFlow, Python, Deep Learning",Mid-size
3057,NLP Engineer,India,Senior,55891,"NLP, SQL, Python",Enterprise
3058,Data Analyst,India,Senior,52714,"Computer Vision, Statistics, Data Visualization",Mid-size
3059,AI Engineer,UK,Mid,82262,"PyTorch, MLOps, TensorFlow",Mid-size
3060,Deep Learning Engineer,USA,Entry,25480,"Computer Vision, NLP, Statistics",Startup
3061,Computer Vision Engineer,India,Entry,19681,"Computer Vision, SQL, Deep Learning",Enterprise
3062,NLP Engineer,Germany,Lead,190690,"Deep Learning, Python, Computer Vision",Mid-size
3063,AI Engineer,Germany,Mid,67715,"PyTorch, Statistics, Computer Vision",Startup
3064,Research Scientist,USA,Entry,50330,"Data Visualization, PyTorch, TensorFlow",Mid-size
3065,ML Engineer,Canada,Lead,206874,"NLP, Data Visualization, Python",Mid-size
3066,Deep Learning Engineer,Germany,Mid,85561,"TensorFlow, Deep Learning, Data Visualization",Mid-size
3067,Research Scientist,UK,Lead,174651,"MLOps, Computer Vision, Python",Mid-size
3068,Data Scientist,UK,Lead,181003,"Deep Learning, Python, Statistics",Enterprise
3069,ML Engineer,Australia,Mid,78480,"NLP, Data Visualization, PyTorch",Startup
3070,Data Analyst,USA,Entry,59296,"MLOps, Statistics, PyTorch",Startup
3071,ML Engineer,India,Entry,19555,"Deep Learning, TensorFlow, SQL",Startup
3072,Data Scientist,USA,Mid,64108,"PyTorch, Statistics, Data Visualization",Startup
3073,ML Engineer,Australia,Entry,54874,"MLOps, PyTorch, Computer Vision",Mid-size
3074,Computer Vision Engineer,USA,Lead,218199,"TensorFlow, Deep Learning, Data Visualization",Mid-size
3075,ML Engineer,UK,Senior,132845,"TensorFlow, Computer Vision, PyTorch",Startup
3076,Data Analyst,Canada,Entry,36117,"NLP, MLOps, TensorFlow",Startup
3077,Research Scientist,Germany,Entry,31384,"PyTorch, TensorFlow, Computer Vision",Startup
3078,ML Engineer,Australia,Senior,107692,"PyTorch, Data Visualization, Python",Startup
3079,AI Engineer,India,Lead,74791,"SQL, Data Visualization, Statistics",Startup
3080,Research Scientist,UK,Mid,60559,"Data Visualization, Deep Learning, Statistics",Mid-size
3081,ML Engineer,Germany,Lead,198241,"Data Visualization, PyTorch, TensorFlow",Startup
3082,Computer Vision Engineer,Germany,Lead,147423,"NLP, TensorFlow, Data Visualization",Enterprise
